#group,false,false,true,true,false,true,true,true,false,false,false
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,double,double,string
#default,mean,,,,,,,,,,
,result,table,_start,_stop,_time,_measurement,exchange,symbol,price,quantity,side
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:52:46.026Z,trades,BybitFutures,BTCUSDT,65017.7,0.001,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:52:47.262Z,trades,BybitFutures,BTCUSDT,65017.6,0.002,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:52:48.21Z,trades,BybitFutures,BTCUSDT,65017.7,0.008,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:52:48.35Z,trades,BybitFutures,BTCUSDT,65022,0.002,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:52:48.353Z,trades,BybitFutures,BTCUSDT,65022,0.006,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:52:50.028Z,trades,BybitFutures,BTCUSDT,65023.5,0.003,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:52:50.05Z,trades,BybitFutures,BTCUSDT,65023.5,0.005,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:52:50.591Z,trades,BybitFutures,BTCUSDT,65028,0.001,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:52:50.917Z,trades,BybitFutures,BTCUSDT,65029.8,0.017,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:52:51.811Z,trades,BybitFutures,BTCUSDT,65030.2,0.019,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:52:51.822Z,trades,BybitFutures,BTCUSDT,65030.4,0.001,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:52:51.843Z,trades,BybitFutures,BTCUSDT,65030.5,0.004,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:52:51.85Z,trades,BybitFutures,BTCUSDT,65030.9,0.019,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:52:52.661Z,trades,BybitFutures,BTCUSDT,65034.7,0.056,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:52:52.732Z,trades,BybitFutures,BTCUSDT,65034.6,0.012,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:52:54.949Z,trades,BybitFutures,BTCUSDT,65034.7,0.001,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:52:55.698Z,trades,BybitFutures,BTCUSDT,65034.7,0.015,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:52:57.02Z,trades,BybitFutures,BTCUSDT,65034.7,0.02,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:52:58.693Z,trades,BybitFutures,BTCUSDT,65034.7,0.011,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:52:59.327Z,trades,BybitFutures,BTCUSDT,65034.7,0.008,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:00.165Z,trades,BybitFutures,BTCUSDT,65034.6,0.022,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:00.166Z,trades,BybitFutures,BTCUSDT,65034.6,0.01,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:00.167Z,trades,BybitFutures,BTCUSDT,65034.6,0.02,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:00.192Z,trades,BybitFutures,BTCUSDT,65031.8,0.01,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:01.46Z,trades,BybitFutures,BTCUSDT,65030.3,0.004,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:01.603Z,trades,BybitFutures,BTCUSDT,65030.3,0.03,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:04.075Z,trades,BybitFutures,BTCUSDT,65030.3,0.068,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:04.833Z,trades,BybitFutures,BTCUSDT,65030.3,0.009,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:05.057Z,trades,BybitFutures,BTCUSDT,65030.3,0.001,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:05.555Z,trades,BybitFutures,BTCUSDT,65030.2,0.002,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:05.913Z,trades,BybitFutures,BTCUSDT,65030.2,0.002,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:07.033Z,trades,BybitFutures,BTCUSDT,65030.3,0.007,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:08.498Z,trades,BybitFutures,BTCUSDT,65030.3,0.034,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:08.587Z,trades,BybitFutures,BTCUSDT,65030.3,0.002,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:10.224Z,trades,BybitFutures,BTCUSDT,65030.2,0.01,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:13.4Z,trades,BybitFutures,BTCUSDT,65030.3,0.002,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:13.402Z,trades,BybitFutures,BTCUSDT,65030.3,0.011,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:13.453Z,trades,BybitFutures,BTCUSDT,65030.3,0.072,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:13.74Z,trades,BybitFutures,BTCUSDT,65031.3,0.002,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:13.803Z,trades,BybitFutures,BTCUSDT,65031.4,0.038,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:14.56Z,trades,BybitFutures,BTCUSDT,65035,0.12,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:14.573Z,trades,BybitFutures,BTCUSDT,65035.1,0.005,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:15.434Z,trades,BybitFutures,BTCUSDT,65035,0.001,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:15.591Z,trades,BybitFutures,BTCUSDT,65035.3,0.018,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:15.902Z,trades,BybitFutures,BTCUSDT,65035.5,0.03,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:16.579Z,trades,BybitFutures,BTCUSDT,65035.5,0.012,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:16.811Z,trades,BybitFutures,BTCUSDT,65035.5,0.012,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:17.687Z,trades,BybitFutures,BTCUSDT,65035.4,0.002,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:18.946Z,trades,BybitFutures,BTCUSDT,65035.5,0.005,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:19.287Z,trades,BybitFutures,BTCUSDT,65035.5,0.008,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:20.15Z,trades,BybitFutures,BTCUSDT,65035.5,0.011,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:21.312Z,trades,BybitFutures,BTCUSDT,65035.4,0.003,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:22.585Z,trades,BybitFutures,BTCUSDT,65035.5,0.013,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:22.68Z,trades,BybitFutures,BTCUSDT,65035.5,0.003,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:23.018Z,trades,BybitFutures,BTCUSDT,65035.5,0.015,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:23.672Z,trades,BybitFutures,BTCUSDT,65035.4,0.046,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:24.264Z,trades,BybitFutures,BTCUSDT,65035.5,0.003,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:25.421Z,trades,BybitFutures,BTCUSDT,65035.5,0.048,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:26.381Z,trades,BybitFutures,BTCUSDT,65035.4,0.005,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:26.786Z,trades,BybitFutures,BTCUSDT,65035.5,0.001,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:27.67Z,trades,BybitFutures,BTCUSDT,65035.5,0.006,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:27.926Z,trades,BybitFutures,BTCUSDT,65035.4,0.001,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:28.047Z,trades,BybitFutures,BTCUSDT,65035.5,0.007,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:28.213Z,trades,BybitFutures,BTCUSDT,65040,0.148,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:29.039Z,trades,BybitFutures,BTCUSDT,65039.9,0.007,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:29.27Z,trades,BybitFutures,BTCUSDT,65039.9,0.015,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:33.24Z,trades,BybitFutures,BTCUSDT,65040,0.005,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:33.39Z,trades,BybitFutures,BTCUSDT,65040,0.054,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:33.574Z,trades,BybitFutures,BTCUSDT,65040,0.034,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:33.786Z,trades,BybitFutures,BTCUSDT,65040,0.002,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:34.289Z,trades,BybitFutures,BTCUSDT,65039.9,0.01,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:35.396Z,trades,BybitFutures,BTCUSDT,65040,0.006,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:37.755Z,trades,BybitFutures,BTCUSDT,65039.9,0.054,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:39.245Z,trades,BybitFutures,BTCUSDT,65040,0.001,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:39.413Z,trades,BybitFutures,BTCUSDT,65040,0.13,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:39.431Z,trades,BybitFutures,BTCUSDT,65040,0.018,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:40.303Z,trades,BybitFutures,BTCUSDT,65040.3,0.002,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:40.815Z,trades,BybitFutures,BTCUSDT,65040.8,0.036,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:40.885Z,trades,BybitFutures,BTCUSDT,65040.8,0.151,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:40.905Z,trades,BybitFutures,BTCUSDT,65040.8,0.046,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:41.255Z,trades,BybitFutures,BTCUSDT,65040.8,0.085,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:41.49Z,trades,BybitFutures,BTCUSDT,65040.9,0.004,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:41.793Z,trades,BybitFutures,BTCUSDT,65044.9,0.018,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:41.934Z,trades,BybitFutures,BTCUSDT,65044.9,0.127,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:42.289Z,trades,BybitFutures,BTCUSDT,65045,0.047,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:42.304Z,trades,BybitFutures,BTCUSDT,65044.9,0.06,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:43.263Z,trades,BybitFutures,BTCUSDT,65045,0.01,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:43.885Z,trades,BybitFutures,BTCUSDT,65044.9,0.008,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:43.98Z,trades,BybitFutures,BTCUSDT,65045,0.019,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:44.214Z,trades,BybitFutures,BTCUSDT,65044.9,0.03,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:44.329Z,trades,BybitFutures,BTCUSDT,65045.7,0.04,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:44.499Z,trades,BybitFutures,BTCUSDT,65045.6,0.007,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:45.31Z,trades,BybitFutures,BTCUSDT,65045.6,0.171,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:45.353Z,trades,BybitFutures,BTCUSDT,65045.7,0.138,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:45.492Z,trades,BybitFutures,BTCUSDT,65045.7,0.009,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:45.73Z,trades,BybitFutures,BTCUSDT,65045.7,0.009,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:46.338Z,trades,BybitFutures,BTCUSDT,65045.6,0.076,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:46.507Z,trades,BybitFutures,BTCUSDT,65045.7,0.048,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:46.789Z,trades,BybitFutures,BTCUSDT,65045.7,0.012,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:46.944Z,trades,BybitFutures,BTCUSDT,65045.7,0.017,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:47.195Z,trades,BybitFutures,BTCUSDT,65045.6,0.013,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:47.453Z,trades,BybitFutures,BTCUSDT,65047,0.006,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:47.727Z,trades,BybitFutures,BTCUSDT,65047,0.005,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:49.1Z,trades,BybitFutures,BTCUSDT,65047,0.001,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:50.06Z,trades,BybitFutures,BTCUSDT,65047,0.01,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:50.096Z,trades,BybitFutures,BTCUSDT,65047.3,0.01,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:50.53Z,trades,BybitFutures,BTCUSDT,65047.2,0.002,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:50.621Z,trades,BybitFutures,BTCUSDT,65047.2,0.102,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:50.71Z,trades,BybitFutures,BTCUSDT,65058.1,0.075,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:50.722Z,trades,BybitFutures,BTCUSDT,65058.1,0.003,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:50.723Z,trades,BybitFutures,BTCUSDT,65058.1,0.003,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:50.728Z,trades,BybitFutures,BTCUSDT,65058.1,0.001,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:51.068Z,trades,BybitFutures,BTCUSDT,65058.1,0.001,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:51.93Z,trades,BybitFutures,BTCUSDT,65058.1,0.002,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:52.098Z,trades,BybitFutures,BTCUSDT,65058.1,0.015,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:52.732Z,trades,BybitFutures,BTCUSDT,65058,0.06,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:52.733Z,trades,BybitFutures,BTCUSDT,65058,0.004,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:52.75Z,trades,BybitFutures,BTCUSDT,65054.1,0.014,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:52.78Z,trades,BybitFutures,BTCUSDT,65050.1,0.003,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:52.831Z,trades,BybitFutures,BTCUSDT,65050.1,0.008,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:52.861Z,trades,BybitFutures,BTCUSDT,65049.6,0.016,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:53.207Z,trades,BybitFutures,BTCUSDT,65048.8,0.05,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:53.742Z,trades,BybitFutures,BTCUSDT,65048.8,0.001,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:53.97Z,trades,BybitFutures,BTCUSDT,65048.6,0.007,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:53.983Z,trades,BybitFutures,BTCUSDT,65048.6,0.001,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:54.01Z,trades,BybitFutures,BTCUSDT,65047.7,0.008,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:54.26Z,trades,BybitFutures,BTCUSDT,65047.5,0.001,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:54.596Z,trades,BybitFutures,BTCUSDT,65047.5,0.001,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:54.79Z,trades,BybitFutures,BTCUSDT,65047.5,0.051,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:54.838Z,trades,BybitFutures,BTCUSDT,65047.4,0.011,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:54.996Z,trades,BybitFutures,BTCUSDT,65047.5,0.205,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:55.003Z,trades,BybitFutures,BTCUSDT,65047.5,0.003,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:55.005Z,trades,BybitFutures,BTCUSDT,65047.5,0.03,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:55.113Z,trades,BybitFutures,BTCUSDT,65047.5,0.02,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:55.347Z,trades,BybitFutures,BTCUSDT,65047.4,0.01,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:55.807Z,trades,BybitFutures,BTCUSDT,65047.5,0.023,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:55.834Z,trades,BybitFutures,BTCUSDT,65047.4,0.04,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:56.013Z,trades,BybitFutures,BTCUSDT,65047.5,0.023,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:56.7Z,trades,BybitFutures,BTCUSDT,65047.5,0.123,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:56.701Z,trades,BybitFutures,BTCUSDT,65047.5,0.061,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:57.401Z,trades,BybitFutures,BTCUSDT,65047.4,0.006,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:57.406Z,trades,BybitFutures,BTCUSDT,65047.4,0.019,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:57.782Z,trades,BybitFutures,BTCUSDT,65045.4,0.008,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:57.794Z,trades,BybitFutures,BTCUSDT,65043.7,0.004,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:57.814Z,trades,BybitFutures,BTCUSDT,65043.7,0.004,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:58.352Z,trades,BybitFutures,BTCUSDT,65038,0.001,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:58.641Z,trades,BybitFutures,BTCUSDT,65036,0.05,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:58.937Z,trades,BybitFutures,BTCUSDT,65036.1,0.664,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:59.013Z,trades,BybitFutures,BTCUSDT,65036,0.001,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:59.362Z,trades,BybitFutures,BTCUSDT,65036,0.007,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:59.839Z,trades,BybitFutures,BTCUSDT,65036,0.007,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:53:59.967Z,trades,BybitFutures,BTCUSDT,65036.1,0.015,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:54:01.293Z,trades,BybitFutures,BTCUSDT,65036,0.046,sell
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:54:01.942Z,trades,BybitFutures,BTCUSDT,65036.1,0.061,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:54:02.951Z,trades,BybitFutures,BTCUSDT,65036.1,0.003,buy
,,0,2024-04-21T15:24:57.660755549Z,2024-04-21T16:24:57.660755549Z,2024-04-21T15:54:03.051Z,trades,BybitFutures,BTCUSDT,65043.3,0.004,buy
